url,id,status,link_text,char_count,word_count,origin,cheers_matches,entreq_matches,moose_matches,cherries_matches,arrive_matches,arrive_domain_matches,care_matches,care_domain_matches,prisma_matches,coreq_matches,consort_matches,consort_domain_matches,agree_matches,agree_domain_matches,EQUATOR_matches,EQUATOR_domain_domain_matches,ICMJE_matches,EQUATOR_domain_domain_matches,section_matches,manuscript_matches,table_matches,words_matches
https://www.elsevier.com/journals/09445013/0944-5013/guide-for-authors,9437794,[200],,[43496],[6627],,,,,,,,,,,,,,,,,,,,"['sections', 'sections', 'section', 'section', 'sections', 'sections', 'section', 'section', 'section', 'section', 'section', 'section', 'section']","['Manuscript', 'Manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript']","['Tables', 'tables', 'table', 'tables', 'tables', 'table', 'table', 'tables', 'tables', 'Table', 'tables', 'Tables', 'tables', 'Tables', 'tables', 'table', 'table', 'tables', 'table', 'table', 'tables', 'tables']","['words', 'words']"
https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=imhn20,7907126,[200],,[21584],[3340],,,,,,,,,,,,,,,,,"['http://www.icmje.org/urm_main.html', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html', 'http://www.icmje.org/', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/protection-of-research-participants.html']","['International Committee of Medical Journal Editors', 'International Committee of Medical Journal Editors', 'ICMJE', 'International Committee of Medical Journal Editors', 'ICMJE', 'ICMJE', 'ICMJE']","['http://www.icmje.org/urm_main.html', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html', 'http://www.icmje.org/', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/protection-of-research-participants.html']","['section', 'section', 'section']","['manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscript', 'Manuscripts', 'Manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscript', 'manuscript']","['table', 'Tables', 'Tables', 'table']","['words', 'words']"
https://www.karger.com/Journal/Guidelines/224250,0200525,[200],,[44462],[6401],,,,,,['ARRIVE'],,,,,,['CONSORT'],['https://eur02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.consort-statement.org%2F&data=02%7C01%7Cauthor-guidelines%40karger.com%7Cc64189b1f9784c4e708608d7573a5fa5%7C69e7eb606e904a0590b15b8d6d697087%7C0%7C0%7C637073780550180375&sdata=oktCyHldF9HD%2Flbb7Rg%2BlrnAhb%2FS3iLaGjR85o9vfWc%3D&reserved=0'],,,"['EQUATOR Network', 'Equator network']","['http://www.equator-network.org/', 'https://eur02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.equator-network.org%2Freporting-guidelines%2F&data=02%7C01%7Cauthor-guidelines%40karger.com%7Cc64189b1f9784c4e708608d7573a5fa5%7C69e7eb606e904a0590b15b8d6d697087%7C0%7C0%7C637073780550180375&sdata=CBD0o4J7CAeEriBM1Kzut8dMavJjGxSK3UJC7m5bTg0%3D&reserved=0', 'http://www.icmje.org/recommendations/', 'https://eur02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.icmje.org%2Frecommendations%2Fbrowse%2Froles-and-responsibilities%2Fprotection-of-research-participants.html&data=02%7C01%7Cauthor-guidelines%40karger.com%7Cc64189b1f9784c4e708608d7573a5fa5%7C69e7eb606e904a0590b15b8d6d697087%7C0%7C0%7C637073780550160386&sdata=o9QlfDjrfok3rmFPH9y6Urpy41n1mFUnYQ66P8H45%2B0%3D&reserved=0', 'https://eur02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.icmje.org%2Frecommendations%2Fbrowse%2Fpublishing-and-editorial-issues%2Fclinical-trial-registration.html&data=02%7C01%7Cauthor-guidelines%40karger.com%7Cc64189b1f9784c4e708608d7573a5fa5%7C69e7eb606e904a0590b15b8d6d697087%7C0%7C0%7C637073780550170382&sdata=fO6i9AewdJ%2FIc7c0NJns2ri0ieP164WMriIfUPSx%2F40%3D&reserved=0', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/author-responsibilities--conflicts-of-interest.html', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html']","['International Committee of Medical Journal Editors', 'ICMJE', 'ICMJE', 'ICMJE', 'ICMJE', 'ICMJE', 'ICMJE']","['http://www.equator-network.org/', 'https://eur02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.equator-network.org%2Freporting-guidelines%2F&data=02%7C01%7Cauthor-guidelines%40karger.com%7Cc64189b1f9784c4e708608d7573a5fa5%7C69e7eb606e904a0590b15b8d6d697087%7C0%7C0%7C637073780550180375&sdata=CBD0o4J7CAeEriBM1Kzut8dMavJjGxSK3UJC7m5bTg0%3D&reserved=0', 'http://www.icmje.org/recommendations/', 'https://eur02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.icmje.org%2Frecommendations%2Fbrowse%2Froles-and-responsibilities%2Fprotection-of-research-participants.html&data=02%7C01%7Cauthor-guidelines%40karger.com%7Cc64189b1f9784c4e708608d7573a5fa5%7C69e7eb606e904a0590b15b8d6d697087%7C0%7C0%7C637073780550160386&sdata=o9QlfDjrfok3rmFPH9y6Urpy41n1mFUnYQ66P8H45%2B0%3D&reserved=0', 'https://eur02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.icmje.org%2Frecommendations%2Fbrowse%2Fpublishing-and-editorial-issues%2Fclinical-trial-registration.html&data=02%7C01%7Cauthor-guidelines%40karger.com%7Cc64189b1f9784c4e708608d7573a5fa5%7C69e7eb606e904a0590b15b8d6d697087%7C0%7C0%7C637073780550170382&sdata=fO6i9AewdJ%2FIc7c0NJns2ri0ieP164WMriIfUPSx%2F40%3D&reserved=0', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/author-responsibilities--conflicts-of-interest.html', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html']","['section', 'section', 'section', 'section', 'section', 'section', 'section']","['manuscripts', 'manuscripts', 'manuscripts', 'Manuscripts', 'manuscript', 'manuscripts', 'Manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscripts', 'manuscript', 'Manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscripts', 'manuscripts', 'manuscript', 'manuscripts', 'manuscript', 'Manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscript', 'manuscripts', 'manuscripts', 'manuscripts', 'manuscript', 'Manuscripts', 'Manuscripts', 'manuscripts', 'Manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscript']","['tables', 'tables', 'tables', 'tables']",['words']
https://www.elsevier.com/journals/24519456/2451-9456/guide-for-authors,101676030,[200],,[2022],[307],,,,,,,,,,,,,,,,,,,,,,,
https://www.karger.com/Journal/Guidelines/223838,0150472,[200],,[45694],[6601],,,,,,['ARRIVE'],,,,,,['CONSORT'],['https://eur02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.consort-statement.org%2F&data=02%7C01%7Cauthor-guidelines%40karger.com%7Cc64189b1f9784c4e708608d7573a5fa5%7C69e7eb606e904a0590b15b8d6d697087%7C0%7C0%7C637073780550180375&sdata=oktCyHldF9HD%2Flbb7Rg%2BlrnAhb%2FS3iLaGjR85o9vfWc%3D&reserved=0'],,,"['EQUATOR Network', 'Equator network']","['http://www.equator-network.org/', 'https://eur02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.equator-network.org%2Freporting-guidelines%2F&data=02%7C01%7Cauthor-guidelines%40karger.com%7Cc64189b1f9784c4e708608d7573a5fa5%7C69e7eb606e904a0590b15b8d6d697087%7C0%7C0%7C637073780550180375&sdata=CBD0o4J7CAeEriBM1Kzut8dMavJjGxSK3UJC7m5bTg0%3D&reserved=0', 'http://www.icmje.org/recommendations/', 'https://eur02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.icmje.org%2Frecommendations%2Fbrowse%2Froles-and-responsibilities%2Fprotection-of-research-participants.html&data=02%7C01%7Cauthor-guidelines%40karger.com%7Cc64189b1f9784c4e708608d7573a5fa5%7C69e7eb606e904a0590b15b8d6d697087%7C0%7C0%7C637073780550160386&sdata=o9QlfDjrfok3rmFPH9y6Urpy41n1mFUnYQ66P8H45%2B0%3D&reserved=0', 'https://eur02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.icmje.org%2Frecommendations%2Fbrowse%2Fpublishing-and-editorial-issues%2Fclinical-trial-registration.html&data=02%7C01%7Cauthor-guidelines%40karger.com%7Cc64189b1f9784c4e708608d7573a5fa5%7C69e7eb606e904a0590b15b8d6d697087%7C0%7C0%7C637073780550170382&sdata=fO6i9AewdJ%2FIc7c0NJns2ri0ieP164WMriIfUPSx%2F40%3D&reserved=0', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/author-responsibilities--conflicts-of-interest.html', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html']","['International Committee of Medical Journal Editors', 'ICMJE', 'ICMJE', 'ICMJE', 'ICMJE', 'ICMJE', 'ICMJE']","['http://www.equator-network.org/', 'https://eur02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.equator-network.org%2Freporting-guidelines%2F&data=02%7C01%7Cauthor-guidelines%40karger.com%7Cc64189b1f9784c4e708608d7573a5fa5%7C69e7eb606e904a0590b15b8d6d697087%7C0%7C0%7C637073780550180375&sdata=CBD0o4J7CAeEriBM1Kzut8dMavJjGxSK3UJC7m5bTg0%3D&reserved=0', 'http://www.icmje.org/recommendations/', 'https://eur02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.icmje.org%2Frecommendations%2Fbrowse%2Froles-and-responsibilities%2Fprotection-of-research-participants.html&data=02%7C01%7Cauthor-guidelines%40karger.com%7Cc64189b1f9784c4e708608d7573a5fa5%7C69e7eb606e904a0590b15b8d6d697087%7C0%7C0%7C637073780550160386&sdata=o9QlfDjrfok3rmFPH9y6Urpy41n1mFUnYQ66P8H45%2B0%3D&reserved=0', 'https://eur02.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.icmje.org%2Frecommendations%2Fbrowse%2Fpublishing-and-editorial-issues%2Fclinical-trial-registration.html&data=02%7C01%7Cauthor-guidelines%40karger.com%7Cc64189b1f9784c4e708608d7573a5fa5%7C69e7eb606e904a0590b15b8d6d697087%7C0%7C0%7C637073780550170382&sdata=fO6i9AewdJ%2FIc7c0NJns2ri0ieP164WMriIfUPSx%2F40%3D&reserved=0', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/author-responsibilities--conflicts-of-interest.html', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html']","['sections', 'Sections', 'section', 'section', 'section', 'section', 'section', 'section', 'section']","['manuscripts', 'manuscripts', 'manuscripts', 'Manuscripts', 'manuscript', 'manuscripts', 'Manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscripts', 'manuscript', 'Manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscripts', 'manuscripts', 'manuscript', 'manuscripts', 'manuscript', 'Manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscript', 'manuscripts', 'manuscripts', 'manuscripts', 'manuscript', 'Manuscripts', 'Manuscripts', 'manuscripts', 'Manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscript']","['tables', 'tables', 'tables', 'tables', 'tables']","['words', 'words', 'words', 'words', 'words', 'words']"
https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=wwah20,7608076,[200],,[18068],[2794],,,,,,,,,,,,,,,,,,,,['section'],"['Manuscripts', 'Manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'Manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscripts', 'Manuscript', 'manuscript']","['table', 'tables', 'tables', 'tables', 'tables', 'tables', 'tables', 'table', 'Tables', 'table', 'Tables', 'Tables', 'table']","['words', 'words', 'words', 'words', 'words', 'words', 'words', 'words']"
https://www.elsevier.com/journals/1365182x/1365-182X/guide-for-authors,100900921,[200],,[45119],[6901],,,,,,['ARRIVE'],,,,"['PRISMA', 'PRISMA']",,"['CONSORT', 'CONSORT']",,,,,['http://www.icmje.org/recommendations/'],"['International Committee of Medical Journal Editors', 'ICMJE', 'ICMJE', 'ICMJE']",['http://www.icmje.org/recommendations/'],"['section', 'section', 'section', 'sections', 'sections', 'section', 'sections', 'section']","['manuscripts', 'manuscripts', 'Manuscript', 'manuscripts', 'manuscript', 'Manuscript', 'manuscript', 'Manuscripts', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'Manuscripts', 'Manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscripts', 'manuscript', 'manuscript', 'manuscripts', 'Manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscripts', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'Manuscripts']","['Tables', 'tables', 'tables', 'tables', 'tables', 'tables', 'tables', 'tables', 'table', 'table', 'tables', 'tables', 'Tables', 'tables', 'Tables', 'table', 'table', 'tables', 'tables', 'tables', 'tables', 'tables', 'table', 'table', 'tables']","['words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words']"
https://www.springer.com/journal/40618/submission-guidelines,7806594,[200],,[71155],[10491],,['CHEERS'],,,,['ARRIVE'],,['CARE'],,"['PRISMA', 'Prisma']",['COREQ'],['CONSORT'],,['AGREE'],,['EQUATOR Network'],"['http://www.equator-network.org/', 'http://www.equator-network.org/reporting-guidelines/consort/', 'http://www.equator-network.org/reporting-guidelines/spirit-2013-statement-defining-standard-protocol-items-for-clinical-trials/', 'http://www.equator-network.org/reporting-guidelines/strobe/', 'http://www.equator-network.org/reporting-guidelines/prisma/', 'http://www.equator-network.org/reporting-guidelines/prisma-protocols/', 'http://www.equator-network.org/reporting-guidelines/stard/', 'http://www.equator-network.org/reporting-guidelines/tripod-statement/', 'http://www.equator-network.org/reporting-guidelines/care/', 'http://www.equator-network.org/reporting-guidelines/the-agree-reporting-checklist-a-tool-to-improve-reporting-of-clinical-practice-guidelines/', 'http://www.equator-network.org/reporting-guidelines/right-statement/', 'http://www.equator-network.org/reporting-guidelines/srqr/', 'http://www.equator-network.org/reporting-guidelines/coreq/', 'http://www.equator-network.org/reporting-guidelines/improving-bioscience-research-reporting-the-arrive-guidelines-for-reporting-animal-research/', 'http://www.equator-network.org/reporting-guidelines/squire/', 'http://www.equator-network.org/reporting-guidelines/cheers/', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html']",['ICMJE'],"['http://www.equator-network.org/', 'http://www.equator-network.org/reporting-guidelines/consort/', 'http://www.equator-network.org/reporting-guidelines/spirit-2013-statement-defining-standard-protocol-items-for-clinical-trials/', 'http://www.equator-network.org/reporting-guidelines/strobe/', 'http://www.equator-network.org/reporting-guidelines/prisma/', 'http://www.equator-network.org/reporting-guidelines/prisma-protocols/', 'http://www.equator-network.org/reporting-guidelines/stard/', 'http://www.equator-network.org/reporting-guidelines/tripod-statement/', 'http://www.equator-network.org/reporting-guidelines/care/', 'http://www.equator-network.org/reporting-guidelines/the-agree-reporting-checklist-a-tool-to-improve-reporting-of-clinical-practice-guidelines/', 'http://www.equator-network.org/reporting-guidelines/right-statement/', 'http://www.equator-network.org/reporting-guidelines/srqr/', 'http://www.equator-network.org/reporting-guidelines/coreq/', 'http://www.equator-network.org/reporting-guidelines/improving-bioscience-research-reporting-the-arrive-guidelines-for-reporting-animal-research/', 'http://www.equator-network.org/reporting-guidelines/squire/', 'http://www.equator-network.org/reporting-guidelines/cheers/', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html']","['sections', 'section', 'sections', 'sections', 'sections', 'section', 'sections', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'sections', 'section', 'section']","['Manuscript', 'manuscript', 'Manuscripts', 'Manuscript', 'Manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'Manuscripts', 'Manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript']","['Tables', 'tables', 'tables', 'tables', 'tables', 'tables', 'table', 'tables', 'tables', 'tables', 'Tables', 'tables', 'Tables', 'table', 'table', 'table', 'table', 'tables', 'table', 'tables', 'tables']","['words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words', 'words']"
https://journals.sagepub.com/author-instructions/tuba,8409922,[200],,[5514],[820],,,,,,,,,,,,,,,,,,,,,"['Manuscript', 'Manuscripts', 'Manuscripts', 'Manuscript', 'manuscript', 'manuscript', 'Manuscript']",,
https://onlinelibrary.wiley.com/page/journal/17088208/homepage/forauthors.html,100888977,[200],,[25662],[3732],,['CHEERS'],,,,"['ARRIVE', 'ARRIVE', 'ARRIVE']",,"['CARE', 'CARE']",,"['PRISMA', 'PRISMA']",['COREQ'],"['CONSORT', 'CONSORT', 'CONSORT']",,['AGREE'],,"['EQUATOR', 'EQUATOR', 'EQUATOR', 'equator-network', 'EQUATOR network', 'equator-network', 'EQUATOR Network']","['https://www.equator-network.org/reporting-guidelines/consort/', 'https://www.equator-network.org/reporting-guidelines/strobe/', 'https://www.equator-network.org/reporting-guidelines/stard/', 'https://www.equator-network.org/reporting-guidelines/improving-bioscience-research-reporting-the-arrive-guidelines-for-reporting-animal-research/', 'https://www.equator-network.org/reporting-guidelines/prisma/', 'https://www.equator-network.org/reporting-guidelines/care/', 'https://www.equator-network.org/wp-content/uploads/2013/03/SAMPL-Guidelines-3-13-13.pdf', 'https://www.equator-network.org/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=experimental-studies&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=', 'http://www.equator-network.org/reporting-guidelines/consort/', 'https://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=0&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+CONSORT+extension&btn_submit=Search+Reporting+Guidelines', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=observational-studies&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+&eq_guidelines_study_design_sub_cat=0', 'http://www.equator-network.org/reporting-guidelines/strobe/', 'https://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=0&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+STROBE+extension&btn_submit=Search+Reporting+Guidelines', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=systematic-reviews-and-meta-analyses&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+', 'http://www.equator-network.org/reporting-guidelines/prisma/', 'https://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=0&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=PRISMA+extension&btn_submit=Search+Reporting+Guidelines', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=0&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=case+report&btn_submit=Search+Reporting+Guidelines', 'http://www.equator-network.org/reporting-guidelines/care/', 'https://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=0&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=CARE+case+extension&btn_submit=Search+Reporting+Guidelines', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=qualitative-research&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=', 'http://www.equator-network.org/reporting-guidelines/srqr/', 'https://www.equator-network.org/reporting-guidelines/coreq/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=diagnostic-prognostic-studies&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=', 'http://www.equator-network.org/reporting-guidelines/stard/', 'https://www.equator-network.org/reporting-guidelines/tripod-statement/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=quality-improvement-studies&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+', 'http://www.equator-network.org/reporting-guidelines/squire/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=economic-evaluations&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+', 'http://www.equator-network.org/reporting-guidelines/cheers/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=animal-pre-clinical-research&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+', 'http://www.equator-network.org/reporting-guidelines/improving-bioscience-research-reporting-the-arrive-guidelines-for-reporting-animal-research/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=study-protocols&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+', 'http://www.equator-network.org/reporting-guidelines/spirit-2013-statement-defining-standard-protocol-items-for-clinical-trials/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=clinical-practice-guidelines&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=', 'http://www.equator-network.org/reporting-guidelines/the-agree-reporting-checklist-a-tool-to-improve-reporting-of-clinical-practice-guidelines/', 'http://www.icmje.org/conflicts-of-interest/', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html']","['ICMJE', 'ICMJE']","['https://www.equator-network.org/reporting-guidelines/consort/', 'https://www.equator-network.org/reporting-guidelines/strobe/', 'https://www.equator-network.org/reporting-guidelines/stard/', 'https://www.equator-network.org/reporting-guidelines/improving-bioscience-research-reporting-the-arrive-guidelines-for-reporting-animal-research/', 'https://www.equator-network.org/reporting-guidelines/prisma/', 'https://www.equator-network.org/reporting-guidelines/care/', 'https://www.equator-network.org/wp-content/uploads/2013/03/SAMPL-Guidelines-3-13-13.pdf', 'https://www.equator-network.org/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=experimental-studies&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=', 'http://www.equator-network.org/reporting-guidelines/consort/', 'https://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=0&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+CONSORT+extension&btn_submit=Search+Reporting+Guidelines', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=observational-studies&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+&eq_guidelines_study_design_sub_cat=0', 'http://www.equator-network.org/reporting-guidelines/strobe/', 'https://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=0&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+STROBE+extension&btn_submit=Search+Reporting+Guidelines', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=systematic-reviews-and-meta-analyses&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+', 'http://www.equator-network.org/reporting-guidelines/prisma/', 'https://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=0&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=PRISMA+extension&btn_submit=Search+Reporting+Guidelines', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=0&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=case+report&btn_submit=Search+Reporting+Guidelines', 'http://www.equator-network.org/reporting-guidelines/care/', 'https://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=0&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=CARE+case+extension&btn_submit=Search+Reporting+Guidelines', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=qualitative-research&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=', 'http://www.equator-network.org/reporting-guidelines/srqr/', 'https://www.equator-network.org/reporting-guidelines/coreq/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=diagnostic-prognostic-studies&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=', 'http://www.equator-network.org/reporting-guidelines/stard/', 'https://www.equator-network.org/reporting-guidelines/tripod-statement/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=quality-improvement-studies&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+', 'http://www.equator-network.org/reporting-guidelines/squire/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=economic-evaluations&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+', 'http://www.equator-network.org/reporting-guidelines/cheers/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=animal-pre-clinical-research&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+', 'http://www.equator-network.org/reporting-guidelines/improving-bioscience-research-reporting-the-arrive-guidelines-for-reporting-animal-research/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=study-protocols&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=+', 'http://www.equator-network.org/reporting-guidelines/spirit-2013-statement-defining-standard-protocol-items-for-clinical-trials/', 'http://www.equator-network.org/?post_type=eq_guidelines&eq_guidelines_study_design=clinical-practice-guidelines&eq_guidelines_clinical_specialty=0&eq_guidelines_report_section=0&s=', 'http://www.equator-network.org/reporting-guidelines/the-agree-reporting-checklist-a-tool-to-improve-reporting-of-clinical-practice-guidelines/', 'http://www.icmje.org/conflicts-of-interest/', 'http://www.icmje.org/recommendations/browse/roles-and-responsibilities/defining-the-role-of-authors-and-contributors.html']","['Sections', 'section', 'section', 'section', 'section']","['Manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscript', 'manuscripts', 'manuscript', 'manuscript']","['Tables', 'table', 'tables', 'tables']","['words', 'words', 'words']"
