,id,title,languages,publishers_raw,publication_types,mesh_headings,urls_raw,issns_print,issns_electronic,is_periodical,is_english,urls,publishers,url_roots,url_domains,issn_electronic,issn_print,urls_generated_guideline_pages_inc_404s,urls_generated_guideline_pages,include
501,8501752,Archives of insect biochemistry and physiology.,['eng'],"['Alan R. Liss,', 'Wiley']",['Periodical'],['Insecta \n                 physiology'],['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6327'],['0739-4462'],['1520-6327'],True,True,['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6327'],"['Alan R. Liss', 'Wiley']",['onlinelibrary.wiley.com'],['wiley.com'],1520-6327,0739-4462,['https://onlinelibrary.wiley.com/page/journal/10.1002/(issn)1520-6327/homepage/forauthors.html'],['https://onlinelibrary.wiley.com/page/journal/10.1002/(issn)1520-6327/homepage/forauthors.html'],True
502,100889644,Archives of Iranian medicine.,['eng'],"['Academy of Medical Sciences of I.R. Iran,']","['Abstracts', 'Periodical']",['Medicine'],['http://www.aimjournal.ir'],['1029-2977'],['1735-3947'],True,True,['http://www.aimjournal.ir'],['Academy of Medical Sciences of I.R. Iran'],['www.aimjournal.ir'],['aimjournal.ir'],1735-3947,1029-2977,[],[],True
503,9312706,Archives of medical research.,['eng'],"['Instituto Mexicano del Seguro Social,', 'Elsevier Science']",['Periodical'],['Medicine'],['http://www.sciencedirect.com/science/journal/01884409'],['0188-4409'],['1873-5487'],True,True,['http://www.sciencedirect.com/science/journal/01884409'],"['Instituto Mexicano del Seguro Social', 'Elsevier Science']",['www.sciencedirect.com'],['sciencedirect.com'],1873-5487,0188-4409,['https://www.elsevier.com/journals/01884409/0188-4409/guide-for-authors'],['https://www.elsevier.com/journals/01884409/0188-4409/guide-for-authors'],True
504,0410427,Archives of microbiology.,['eng'],['Springer-Verlag.'],['Periodical'],['Microbiology'],['https://link.springer.com/journal/203'],['0302-8933'],['1432-072X'],True,True,['https://link.springer.com/journal/203'],['Springer-Verlag.'],['link.springer.com'],['springer.com'],1432-072X,0302-8933,['https://www.springer.com/journal/203/submission-guidelines'],['https://www.springer.com/journal/203/submission-guidelines'],True
505,0116711,Archives of oral biology.,['eng'],"['Pergamon Press.', 'Pergamon Press']",['Periodical'],"['Dentistry', 'Mouth']",['https://www.sciencedirect.com/journal/archives-of-oral-biology'],['0003-9969'],['1879-1506'],True,True,['https://www.sciencedirect.com/journal/archives-of-oral-biology'],"['Pergamon Press.', 'Pergamon Press']",['www.sciencedirect.com'],['sciencedirect.com'],1879-1506,0003-9969,['https://www.elsevier.com/journals/archives-of-oral-biology/0003-9969/guide-for-authors'],['https://www.elsevier.com/journals/archives-of-oral-biology/0003-9969/guide-for-authors'],True
506,9011043,Archives of orthopaedic and trauma surgery.,['eng'],"['Springer International,', 'Springer Verlag']",['Periodical'],"['Orthopedics', 'Wounds and Injuries \n                 surgery']",['https://link.springer.com/journal/402'],['0936-8051'],['1434-3916'],True,True,['https://link.springer.com/journal/402'],"['Springer International', 'Springer Verlag']",['link.springer.com'],['springer.com'],1434-3916,0936-8051,['https://www.springer.com/journal/402/submission-guidelines'],['https://www.springer.com/journal/402/submission-guidelines'],True
507,101318988,Archives of osteoporosis.,['eng'],"['Springer,']",[],"['Bone Diseases', 'Osteoporosis']",['https://link.springer.com/journal/11657'],['1862-3522'],['1862-3514'],False,True,['https://link.springer.com/journal/11657'],['Springer'],['link.springer.com'],['springer.com'],1862-3514,1862-3522,['https://www.springer.com/journal/11657/submission-guidelines'],['https://www.springer.com/journal/11657/submission-guidelines'],False
508,7607091,Archives of pathology & laboratory medicine.,"['eng', 'eng']","['American Medical Assn.', 'College of American Pathologists']",['Periodical'],"['Clinical Laboratory Techniques', 'Pathology']",['http://www.archivesofpathology.org/'],['0003-9985'],['1543-2165'],True,True,['http://www.archivesofpathology.org/'],"['American Medical Assn.', 'College of American Pathologists']",['www.archivesofpathology.org'],['archivesofpathology.org'],1543-2165,0003-9985,[],[],True
509,8000036,Archives of pharmacal research.,"['eng', 'eng']",['Pharmaceutical Society of Korea.'],['Periodical'],['Pharmacology'],['https://link.springer.com/journal/12272'],['0253-6269'],[],True,True,['https://link.springer.com/journal/12272'],['Pharmaceutical Society of Korea.'],['link.springer.com'],['springer.com'],,0253-6269,['https://www.springer.com/journal/12272/submission-guidelines'],['https://www.springer.com/journal/12272/submission-guidelines'],True
510,2985158R,Archives of physical medicine and rehabilitation.,['eng'],['W.B. Saunders'],['Periodical'],"['Physical and Rehabilitation Medicine', 'Rehabilitation']",['http://www.sciencedirect.com/science/journal/00039993'],['0003-9993'],['1532-821X'],True,True,['http://www.sciencedirect.com/science/journal/00039993'],['W.B. Saunders'],['www.sciencedirect.com'],['sciencedirect.com'],1532-821X,0003-9993,['https://www.elsevier.com/journals/00039993/0003-9993/guide-for-authors'],['https://www.elsevier.com/journals/00039993/0003-9993/guide-for-authors'],True
511,9510153,Archives of physiology and biochemistry.,['eng'],"['Swets & Zeitlinger,', 'Informa Healthcare']",['Periodical'],"['Biochemistry', 'Physiology']",['http://www.tandfonline.com/loi/iarp20'],['1381-3455'],['1744-4160'],True,True,['http://www.tandfonline.com/loi/iarp20'],"['Swets & Zeitlinger', 'Informa Healthcare']",['www.tandfonline.com'],['tandfonline.com'],1744-4160,1381-3455,['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=iarp20'],['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=iarp20'],True
512,8708534,Archives of psychiatric nursing.,['eng'],"['Grune & Stratton,', 'W.B. Saunders']",['Periodical'],['Psychiatric Nursing'],['http://www.sciencedirect.com/science/journal/08839417'],['0883-9417'],['1532-8228'],True,True,['http://www.sciencedirect.com/science/journal/08839417'],"['Grune & Stratton', 'W.B. Saunders']",['www.sciencedirect.com'],['sciencedirect.com'],1532-8228,0883-9417,['https://www.elsevier.com/journals/08839417/0883-9417/guide-for-authors'],['https://www.elsevier.com/journals/08839417/0883-9417/guide-for-authors'],True
513,101549567,Archives of Razi Institute.,['eng'],"['Razi Vaccine and Serum Research Institute', 'Razi Vaccine and Serum Research Institute']",[],"['Immunity', 'Vaccines']",['http://www.archrazi.com/browse.php?slc_lang=en&slc_sid=1'],['0365-3439'],['2008-9872'],False,True,['http://www.archrazi.com/browse.php?slc_lang=en&slc_sid=1'],"['Razi Vaccine and Serum Research Institute', 'Razi Vaccine and Serum Research Institute']",['www.archrazi.com'],['archrazi.com'],2008-9872,0365-3439,[],[],False
514,1273516,Archives of sexual behavior.,['eng'],"['Plenum Pub. Corp.', 'Kluwer Academic/Plenum Publishers']",['Periodical'],['Sexual Behavior'],['https://link.springer.com/journal/10508'],['0004-0002'],['1573-2800'],True,True,['https://link.springer.com/journal/10508'],"['Plenum Pub. Corp.', 'Kluwer Academic/Plenum Publishers']",['link.springer.com'],['springer.com'],1573-2800,0004-0002,['https://www.springer.com/journal/10508/submission-guidelines'],['https://www.springer.com/journal/10508/submission-guidelines'],True
515,9504451,Archives of suicide research : official journal of the International Academy for Suicide Research.,['eng'],"['Kluwer Academic Publishers,', 'Informa Healthcare']",['Periodical'],['Suicide'],['https://www.tandfonline.com/loi/usui20'],['1381-1118'],['1543-6136'],True,True,['https://www.tandfonline.com/loi/usui20'],"['Kluwer Academic Publishers', 'Informa Healthcare']",['www.tandfonline.com'],['tandfonline.com'],1543-6136,1381-1118,['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=usui20'],['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=usui20'],True
516,0417615,Archives of toxicology.,['eng'],['Springer-Verlag.'],['Periodical'],['Toxicology'],['https://link.springer.com/journal/204'],['0340-5761'],['1432-0738'],True,True,['https://link.springer.com/journal/204'],['Springer-Verlag.'],['link.springer.com'],['springer.com'],1432-0738,0340-5761,['https://www.springer.com/journal/204/submission-guidelines'],['https://www.springer.com/journal/204/submission-guidelines'],True
517,7506870,Archives of virology.,"['eng', 'eng']",['Springer-Verlag.'],['Periodical'],['Virology'],['https://link.springer.com/journal/705'],['0304-8608'],['1432-8798'],True,True,['https://link.springer.com/journal/705'],['Springer-Verlag.'],['link.springer.com'],['springer.com'],1432-8798,0304-8608,['https://www.springer.com/journal/705/submission-guidelines'],['https://www.springer.com/journal/705/submission-guidelines'],True
518,9815663,Archives of women's mental health.,['eng'],"['Springer,']",['Periodical'],"['Mental Disorders', 'Women \n                 psychology', ""Women's Health""]",['https://link.springer.com/journal/737'],['1434-1816'],['1435-1102'],True,True,['https://link.springer.com/journal/737'],['Springer'],['link.springer.com'],['springer.com'],1435-1102,1434-1816,['https://www.springer.com/journal/737/submission-guidelines'],['https://www.springer.com/journal/737/submission-guidelines'],True
519,9308247,"Archivio italiano di urologia, andrologia : organo ufficiale [di] Società italiana di ecografia urologica e nefrologica 
             / Associazione ricerche in urologia.","['ita', 'eng']","['Masson,', 'PagePress']",['Periodical'],"['Genital Diseases, Male', 'Urologic Diseases']",['https://www.pagepressjournals.org/index.php/aiua/'],['1124-3562'],['2282-4197'],True,True,['https://www.pagepressjournals.org/index.php/aiua/'],"['Masson', 'PagePress']",['www.pagepressjournals.org'],['pagepressjournals.org'],2282-4197,1124-3562,[],[],True
520,0372460,Archivos argentinos de pediatría.,"['spa', 'eng', 'fre', 'spa']","['La Prensa Medical Argentina [etc.]', 'Sociedad Argentina de Pediatría']",['Periodical'],['Pediatrics'],['https://www.sap.org.ar/publicaciones/archivos/numeros-anteriores.html#'],['0325-0075'],['1668-3501'],True,True,['https://www.sap.org.ar/publicaciones/archivos/numeros-anteriores.html#'],"['La Prensa Medical Argentina [etc.]', 'Sociedad Argentina de Pediatría']",['www.sap.org.ar'],['sap.org.ar'],1668-3501,0325-0075,[],[],True
521,0354720,Archivos de bronconeumología.,['spa'],"['Sociedad Española de Patología Respiratoria', 'Elsevier España']",['Periodical'],['Respiratory Tract Diseases'],['http://www.sciencedirect.com/science/journal/15792129'],['0300-2896'],['1579-2129'],True,False,['http://www.sciencedirect.com/science/journal/15792129'],"['Sociedad Española de Patología Respiratoria', 'Elsevier España']",['www.sciencedirect.com'],['sciencedirect.com'],1579-2129,0300-2896,['https://www.elsevier.com/journals/15792129/0300-2896/guide-for-authors'],['https://www.elsevier.com/journals/15792129/0300-2896/guide-for-authors'],False
522,101126728,Archivos de cardiología de México.,"['spa', 'eng']","['Instituto Nacional de Cardiología Ignacio Chávez,', 'Permanyer Mexico']",['Periodical'],['Cardiovascular Diseases'],"['http://www.archivoscardiologia.com/', 'https://www.elsevier.es/es-revista-archivos-cardiologia-mexico-293-numeros-anteriores']",['1405-9940'],['1665-1731'],True,True,"['http://www.archivoscardiologia.com/', 'https://www.elsevier.es/es-revista-archivos-cardiologia-mexico-293-numeros-anteriores']","['Instituto Nacional de Cardiología Ignacio Chávez', 'Permanyer Mexico']","['www.archivoscardiologia.com', 'www.elsevier.es']","['archivoscardiologia.com', 'elsevier.es']",1665-1731,1405-9940,[],[],True
523,1304603,Archivos de la Sociedad Española de Oftalmología.,['spa'],"['Sociedad Española de Oftalmología', 'Elsevier Doyma']",['Periodical'],['Ophthalmology'],['http://www.sciencedirect.com/science/journal/03656691'],['0365-6691'],['1989-7286'],True,False,['http://www.sciencedirect.com/science/journal/03656691'],"['Sociedad Española de Oftalmología', 'Elsevier Doyma']",['www.sciencedirect.com'],['sciencedirect.com'],1989-7286,0365-6691,['https://www.elsevier.com/journals/03656691/0365-6691/guide-for-authors'],['https://www.elsevier.com/journals/03656691/0365-6691/guide-for-authors'],False
524,100890196,Archivos de prevención de riesgos laborales.,"['spa', 'eng', 'eng']","['Garsi,', 'Societat Catalana de Salut Laboral']",['Periodical'],"['Occupational Health', 'Occupational Medicine', 'Safety']",['http://archivosdeprevencion.com/'],['1138-9672'],['1578-2549'],True,True,['http://archivosdeprevencion.com/'],"['Garsi', 'Societat Catalana de Salut Laboral']",['archivosdeprevencion.com'],['archivosdeprevencion.com'],1578-2549,1138-9672,[],[],True
525,0064757,Archivos españoles de urología.,"['spa', 'eng']",['Iniestares'],['Periodical'],['Urology'],"['http://scielo.isciii.es/scielo.php/script_sci_serial/lng_en/pid_0004-0614/nrm_iso', 'https://aeurologia.com/journals.php']",['0004-0614'],['1576-8260'],True,True,"['http://scielo.isciii.es/scielo.php/script_sci_serial/lng_en/pid_0004-0614/nrm_iso', 'https://aeurologia.com/journals.php']",['Iniestares'],"['scielo.isciii.es', 'aeurologia.com']","['isciii.es', 'aeurologia.com']",1576-8260,0004-0614,[],[],True
526,0114365,Archivum immunologiae et therapiae experimentalis.,['eng'],"['Panstwowy Zakład Wydawn. Lekarskich.', 'Birkhaüser']",['Periodical'],"['Allergy and Immunology', 'Therapeutics']",['https://link.springer.com/journal/5'],['0004-069X'],['1661-4917'],True,True,['https://link.springer.com/journal/5'],"['Panstwowy Zakład Wydawn. Lekarskich.', 'Birkhaüser']",['link.springer.com'],['springer.com'],1661-4917,0004-069X,['https://www.springer.com/journal/5/submission-guidelines'],['https://www.springer.com/journal/5/submission-guidelines'],True
527,1260766,Archiwum medycyny sa̧dowej i kryminologii.,"['eng', 'pol']","['Państwowy Zakład Wydawn. Lekarskich.', 'Termedia Wydawnictwo Medyczne']",['Periodical'],['Forensic Medicine'],"['http://www.amsik.pl/', 'http://www.termedia.pl/Journal/Archiwum_Medycyny_Sadowej_i_Kryminologii-82']",['0324-8267'],['1689-1716'],True,True,"['http://www.amsik.pl/', 'http://www.termedia.pl/Journal/Archiwum_Medycyny_Sadowej_i_Kryminologii-82']","['Państwowy Zakład Wydawn. Lekarskich.', 'Termedia Wydawnictwo Medyczne']","['www.amsik.pl', 'www.termedia.pl']","['amsik.pl', 'termedia.pl']",1689-1716,0324-8267,[],[],True
528,0241212,Arerugī = [Allergy].,"['jpn', 'eng']","['Nippon Arerugi Gakkai.', 'Nihon Allergy Gakkai']",['Periodical'],['Hypersensitivity'],"['http://jja.jsaweb.jp/index_e.html', 'https://www.jstage.jst.go.jp/browse/arerugi/66/3/_contents']",['0021-4884'],['1347-7935'],True,True,"['http://jja.jsaweb.jp/index_e.html', 'https://www.jstage.jst.go.jp/browse/arerugi/66/3/_contents']","['Nippon Arerugi Gakkai.', 'Nihon Allergy Gakkai']","['jja.jsaweb.jp', 'www.jstage.jst.go.jp']","['jsaweb.jp', 'jst.go.jp']",1347-7935,0021-4884,[],[],True
529,0373100,Arhiv za higijenu rada i toksikologiju.,"['hrv', 'eng']","['Institute for Medical Research and Occupational Health', 'Institut za medicinska istraz̆ivanja i medicinu rada']",['Periodical'],"['Occupational Medicine', 'Toxicology']","['http://hrcak.srce.hr/aiht', 'http://www.degruyter.com/view/j/aiht?recentIssue=true']",['0004-1254'],['1848-6312'],True,True,"['http://hrcak.srce.hr/aiht', 'http://www.degruyter.com/view/j/aiht?recentIssue=true']","['Institute for Medical Research and Occupational Health', 'Institut za medicinska istraz̆ivanja i medicinu rada']","['hrcak.srce.hr', 'www.degruyter.com']","['srce.hr', 'degruyter.com']",1848-6312,0004-1254,[],[],True
530,0370604,Arkhiv patologii.,"['rus', 'eng']","['Medicina', 'Media Sfera']",['Periodical'],['Pathology'],['https://www.mediasphera.ru/journal/arkhiv-patologii'],['0004-1955'],['2309-1266'],True,True,['https://www.mediasphera.ru/journal/arkhiv-patologii'],"['Medicina', 'Media Sfera']",['www.mediasphera.ru'],['mediasphera.ru'],2309-1266,0004-1955,[],[],True
531,0421031,Arquivos brasileiros de cardiologia.,"['por', 'eng']",['Sociedad Brasileira De Cardiologia'],['Periodical'],['Cardiology'],"['https://www.ncbi.nlm.nih.gov/pmc/journals/2391/', 'http://www.scielo.br/scielo.php?script=sci_serial&pid=0066-782X&lng=en&nrm=iso']",['0066-782X'],['1678-4170'],True,True,['http://www.scielo.br/scielo.php?script=sci_serial&pid=0066-782X&lng=en&nrm=iso'],['Sociedad Brasileira De Cardiologia'],['www.scielo.br'],['scielo.br'],1678-4170,0066-782X,[],[],True
532,9100283,Arquivos brasileiros de cirurgia digestiva : ABCD = Brazilian archives of digestive surgery.,"['eng', 'por']","['Disciplina de Cirurgia do Aparelho Digestivo do Hospital das Clínicas da Faculdade de Medicina da Universidade de São Paulo,', 'Colégio Brasileiro de Cirurgia Digestiva']",['Periodical'],['Digestive System Surgical Procedures'],"['http://www.scielo.br/scielo.php?script=sci_issues&pid=0102-6720&lng=en&nrm=iso', 'https://www.ncbi.nlm.nih.gov/pmc/journals/2852/']",['0102-6720'],['2317-6326'],True,True,['http://www.scielo.br/scielo.php?script=sci_issues&pid=0102-6720&lng=en&nrm=iso'],"['Disciplina de Cirurgia do Aparelho Digestivo do Hospital das Clínicas da Faculdade de Medicina da Universidade de São Paulo', 'Colégio Brasileiro de Cirurgia Digestiva']",['www.scielo.br'],['scielo.br'],2317-6326,0102-6720,[],[],True
533,0400645,Arquivos brasileiros de oftalmologia.,"['por', 'eng']",['Conselho Brasileiro de Oftalmologia'],['Periodical'],['Ophthalmology'],['http://www.scielo.br/scielo.php/script_sci_serial/pid_0004-2749/lng_en/nrm_iso'],['0004-2749'],['1678-2925'],True,True,['http://www.scielo.br/scielo.php/script_sci_serial/pid_0004-2749/lng_en/nrm_iso'],['Conselho Brasileiro de Oftalmologia'],['www.scielo.br'],['scielo.br'],1678-2925,0004-2749,[],[],True
534,15310600R,Arquivos de gastroenterologia.,"['eng', 'por']",['Instituto Brasileiro de Estudos e Pesquisas de Gastroenterologia.'],['Periodical'],['Gastroenterology'],['http://www.scielo.br/scielo.php?script=sci_serial&pid=0004-2803&lng=en&nrm=iso'],['0004-2803'],['1678-4219'],True,True,['http://www.scielo.br/scielo.php?script=sci_serial&pid=0004-2803&lng=en&nrm=iso'],['Instituto Brasileiro de Estudos e Pesquisas de Gastroenterologia.'],['www.scielo.br'],['scielo.br'],1678-4219,0004-2803,[],[],True
535,0125444,Arquivos de neuro-psiquiatria.,['por'],['Associacao Arquivos De Neuro-Psiquitria Dr Oswaldo Lange'],['Periodical'],['Psychiatry'],['http://www.scielo.br/scielo.php?script=sci_serial&pid=0004-282X&lng=en&nrm=iso'],['0004-282X'],['1678-4227'],True,False,['http://www.scielo.br/scielo.php?script=sci_serial&pid=0004-282X&lng=en&nrm=iso'],['Associacao Arquivos De Neuro-Psiquitria Dr Oswaldo Lange'],['www.scielo.br'],['scielo.br'],1678-4227,0004-282X,[],[],False
536,9505803,"Arteriosclerosis, thrombosis, and vascular biology.",['eng'],"['American Heart Association,', 'Lippincott Williams & Wilkins']",['Periodical'],"['Arteriosclerosis', 'Thrombosis', 'Vascular Diseases']",['http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00043605-000000000-00000'],['1079-5642'],['1524-4636'],True,True,[],"['American Heart Association', 'Lippincott Williams & Wilkins']",[],[],1524-4636,1079-5642,[],[],False
537,101518086,Arthritis care & research.,['eng'],['John Wiley & Sons'],['Periodical'],['Arthritis'],['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2151-4658'],['2151-464X'],['2151-4658'],True,True,['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2151-4658'],['John Wiley & Sons'],['onlinelibrary.wiley.com'],['wiley.com'],2151-4658,2151-464X,['https://onlinelibrary.wiley.com/page/journal/10.1002/(issn)2151-4658/homepage/forauthors.html'],['https://onlinelibrary.wiley.com/page/journal/10.1002/(issn)2151-4658/homepage/forauthors.html'],True
538,101154438,Arthritis research & therapy.,['eng'],"['BioMed Central,']",['Periodical'],"['Arthritis', 'Arthritis \n                 therapy']","['https://arthritis-research.biomedcentral.com/', 'https://www.ncbi.nlm.nih.gov/pmc/journals/135/']",['1478-6354'],['1478-6362'],True,True,['https://arthritis-research.biomedcentral.com/'],['BioMed Central'],['arthritis-research.biomedcentral.com'],['biomedcentral.com'],1478-6362,1478-6354,[],[],True
539,101623795,Arthritis & rheumatology.,['eng'],"['Wiley,']",['Periodical'],"['Arthritis', 'Rheumatic Diseases']",['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2326-5205'],['2326-5191'],['2326-5205'],True,True,['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2326-5205'],['Wiley'],['onlinelibrary.wiley.com'],['wiley.com'],2326-5205,2326-5191,['https://onlinelibrary.wiley.com/page/journal/10.1002/(issn)2326-5205/homepage/forauthors.html'],['https://onlinelibrary.wiley.com/page/journal/10.1002/(issn)2326-5205/homepage/forauthors.html'],True
540,100972232,Arthropod structure & development.,['eng'],"['Elsevier Science Ltd.,']",['Periodical'],['Arthropods \n                 anatomy & histology \n                 growth & development'],['http://www.sciencedirect.com/science/journal/14678039'],['1467-8039'],['1873-5495'],True,True,['http://www.sciencedirect.com/science/journal/14678039'],['Elsevier Science Ltd.'],['www.sciencedirect.com'],['sciencedirect.com'],1873-5495,1467-8039,['https://www.elsevier.com/journals/14678039/1467-8039/guide-for-authors'],['https://www.elsevier.com/journals/14678039/1467-8039/guide-for-authors'],True
541,8506498,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association.,['eng'],"['Raven Press,', 'W.B. Saunders Co.']",['Periodical'],"['Arthroscopy', 'Knee Joint \n                 surgery']",['http://www.sciencedirect.com/science/journal/07498063'],['0749-8063'],['1526-3231'],True,True,['http://www.sciencedirect.com/science/journal/07498063'],"['Raven Press', 'W.B. Saunders Co.']",['www.sciencedirect.com'],['sciencedirect.com'],1526-3231,0749-8063,['https://www.elsevier.com/journals/07498063/0749-8063/guide-for-authors'],['https://www.elsevier.com/journals/07498063/0749-8063/guide-for-authors'],True
542,101594777,"Artificial cells, nanomedicine, and biotechnology.",['eng'],"['Informa Healthcare,', 'Taylor & Francis']",['Periodical'],"['Biocompatible Materials', 'Biotechnology', 'Nanotechnology']",['https://www.tandfonline.com/loi/ianb20'],['2169-1401'],['2169-141X'],True,True,['https://www.tandfonline.com/loi/ianb20'],"['Informa Healthcare', 'Taylor & Francis']",['www.tandfonline.com'],['tandfonline.com'],2169-141X,2169-1401,['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ianb20'],['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ianb20'],True
543,8915031,Artificial intelligence in medicine.,['eng'],"['Burgverlag,', 'Elsevier Science Publishing']",['Periodical'],"['Artificial Intelligence', 'Medicine']",['https://www.sciencedirect.com/journal/artificial-intelligence-in-medicine'],['0933-3657'],['1873-2860'],True,True,['https://www.sciencedirect.com/journal/artificial-intelligence-in-medicine'],"['Burgverlag', 'Elsevier Science Publishing']",['www.sciencedirect.com'],['sciencedirect.com'],1873-2860,0933-3657,['https://www.elsevier.com/journals/artificial-intelligence-in-medicine/0933-3657/guide-for-authors'],['https://www.elsevier.com/journals/artificial-intelligence-in-medicine/0933-3657/guide-for-authors'],True
544,9433814,Artificial life.,['eng'],"['MIT Press,']",['Periodical'],"['Artificial Intelligence', 'Models, Biological', 'Origin of Life']",['http://www.mitpressjournals.org/loi/artl'],['1064-5462'],['1530-9185'],True,True,['http://www.mitpressjournals.org/loi/artl'],['MIT Press'],['www.mitpressjournals.org'],['mitpressjournals.org'],1530-9185,1064-5462,[],[],True
545,7802778,Artificial organs.,['eng'],"['International Society for Artificial Organs.', 'Wiley-Blackwell']",['Periodical'],['Artificial Organs'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1525-1594'],['0160-564X'],['1525-1594'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1525-1594'],"['International Society for Artificial Organs.', 'Wiley-Blackwell']",['onlinelibrary.wiley.com'],['wiley.com'],1525-1594,0160-564X,['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1525-1594/homepage/forauthors.html'],['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1525-1594/homepage/forauthors.html'],True
546,101476585,Arts & health.,['eng'],['Taylor & Francis'],['Periodical'],"['Art Therapy', 'Music Therapy']",['https://www.tandfonline.com/loi/rahe20'],['1753-3015'],['1753-3023'],True,True,['https://www.tandfonline.com/loi/rahe20'],['Taylor & Francis'],['www.tandfonline.com'],['tandfonline.com'],1753-3023,1753-3015,['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rahe20'],['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rahe20'],True
547,9204109,ASAIO journal : a peer-reviewed journal of the American Society for Artificial Internal Organs.,['eng'],"['Published for the Society by J.B. Lippincott Co.,', 'Lippincott Williams & Wilkins']",['Periodical'],['Artificial Organs'],['http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00002480-000000000-00000'],['1058-2916'],['1538-943X'],True,True,[],"['Published for the Society by J.B. Lippincott Co.', 'Lippincott Williams & Wilkins']",[],[],1538-943X,1058-2916,[],[],False
548,9440304,Asia Pacific journal of clinical nutrition.,"['eng', 'chi', 'jpn']","['Published for the Asia Pacific Clinical Nutrition Society by Smith-Gordon,', 'HEC Press']",['Periodical'],"['Nutrition Disorders', 'Nutritional Physiological Phenomena']",['http://apjcn.nhri.org.tw/index.php'],['0964-7058'],['1440-6047'],True,True,['http://apjcn.nhri.org.tw/index.php'],"['Published for the Asia Pacific Clinical Nutrition Society by Smith-Gordon', 'HEC Press']",['apjcn.nhri.org.tw'],['nhri.org.tw'],1440-6047,0964-7058,[],[],True
549,101241430,Asia-Pacific journal of clinical oncology.,['eng'],"['Blackwell Pub. Asia,']",['Periodical'],['Neoplasms'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1743-7563'],['1743-7555'],['1743-7563'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1743-7563'],['Blackwell Pub. Asia'],['onlinelibrary.wiley.com'],['wiley.com'],1743-7563,1743-7555,['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1743-7563/homepage/forauthors.html'],['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1743-7563/homepage/forauthors.html'],True
550,101583622,Asia-Pacific journal of ophthalmology.,['eng'],"['Lippincott Williams & Wilkins', 'Department of Ophthalmology & Visual Sciences, The Chinese University of Hong Kong']",['Periodical'],['Eye Diseases'],['https://journals.lww.com/apjoo/pages/default.aspx'],[],['2162-0989'],True,True,['https://journals.lww.com/apjoo/pages/default.aspx'],"['Lippincott Williams & Wilkins', 'Department of Ophthalmology & Visual Sciences, The Chinese University of Hong Kong']",['journals.lww.com'],['lww.com'],2162-0989,,[],[],True
551,8708538,"Asia-Pacific journal of public health 
             / Asia-Pacific Academic Consortium for Public Health.",['eng'],"['Science Press,', 'SAGE Publications']",['Periodical'],"['Asia', 'Pacific Islands', 'Public Health']",['https://journals.sagepub.com/home/aph'],['1010-5395'],['1941-2479'],True,True,['https://journals.sagepub.com/home/aph'],"['Science Press', 'SAGE Publications']",['journals.sagepub.com'],['sagepub.com'],1941-2479,1010-5395,['https://journals.sagepub.com/author-instructions/aph'],['https://journals.sagepub.com/author-instructions/aph'],True
552,101506757,Asia-Pacific psychiatry : official journal of the Pacific Rim College of Psychiatrists.,['eng'],"['Blackwell Publishing Asia,', 'Wiley']",['Periodical'],"['Mental Disorders', 'Psychiatry']",['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1758-5872'],['1758-5864'],['1758-5872'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1758-5872'],"['Blackwell Publishing Asia', 'Wiley']",['onlinelibrary.wiley.com'],['wiley.com'],1758-5872,1758-5864,['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1758-5872/homepage/forauthors.html'],['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1758-5872/homepage/forauthors.html'],True
