,id,title,languages,publisher,publication_types,mesh_headings,urls_raw,is_periodical,is_english,urls
1618,9816016,"The Egyptian journal of immunology 
             / Egyptian Association of Immunologists.",['eng'],"['Modern Commercial Press,']",['Periodical'],"['Immune System Diseases \n                 immunology', 'Immune System \n                 immunology']",['https://eai.org.eg/journal/index.htm'],True,True,['https://eai.org.eg/journal/index.htm']
1619,101281800,"Einstein 
             / Instituto de Ensino e Pesquisa Albert Einstein.","['por', 'eng']",['Instituto de Ensino e Pesquisa Albert Einstein'],['Periodical'],['Medicine'],"['https://www.einstein.br/ensino', 'https://www.ncbi.nlm.nih.gov/pmc/journals/2870/']",True,True,['https://www.einstein.br/ensino']
1620,101133002,Electromagnetic biology and medicine.,['eng'],"['Marcel Dekker, Inc.,', 'Informa Healthcare']",['Periodical'],"['Electromagnetic Fields', 'Electrophysiology', 'Radiation, Nonionizing']",['http://www.tandfonline.com/loi/iebm20'],True,True,['http://www.tandfonline.com/loi/iebm20']
1621,8204476,Electrophoresis.,"['eng', 'eng']","['Verlag Chemie,', 'Wiley-VCH']",['Periodical'],['Electrophoresis'],['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2683'],True,True,['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2683']
1622,101579614,eLife.,['eng'],"['eLife Sciences Publications, Ltd.,']",['Periodical'],"['Biological Science Disciplines', 'Medicine']","['http://www.elifesciences.org/', 'https://www.ncbi.nlm.nih.gov/pmc/journals/1894/']",True,True,['http://www.elifesciences.org/']
1623,8208664,The EMBO journal.,"['eng', 'eng']","['Published for the European Molecular Biology Organization by IRL Press,', 'Wiley Blackwell']",['Periodical'],['Molecular Biology'],"['https://www.ncbi.nlm.nih.gov/pmc/journals/78/', 'http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1460-2075']",True,True,['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1460-2075']
1624,101487380,EMBO molecular medicine.,['eng'],['Wiley-Blackwell'],['Periodical'],"['Genetic Phenomena', 'Medicine', 'Molecular Biology']","['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1757-4684', 'https://www.ncbi.nlm.nih.gov/pmc/journals/1758/']",True,True,['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1757-4684']
1625,100963049,EMBO reports.,['eng'],"['Published for EMBO by Oxford University Press,', 'Wiley Blackwell']",['Periodical'],['Molecular Biology'],"['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1469-3178', 'https://www.ncbi.nlm.nih.gov/pmc/journals/118/']",True,True,['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1469-3178']
1626,9805751,Emergencias : revista de la Sociedad Española de Medicina de Emergencias.,"['spa', 'eng']","['Saned,']",['Periodical'],"['Emergency Medical Services', 'Emergency Medicine', 'Spain']",['http://emergencias.portalsemes.org/'],True,True,['http://emergencias.portalsemes.org/']
1627,101199824,Emergency medicine Australasia : EMA.,['eng'],"['Blackwell Pub.,']",['Periodical'],"['Emergencies', 'Emergency Medicine']",['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1742-6723'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1742-6723']
1628,8219565,Emergency medicine clinics of North America.,['eng'],"['Saunders,', 'Elsevier Health Sciences Division']",['Periodical'],"['Emergencies', 'Emergency Medicine']",['http://www.sciencedirect.com/science/journal/07338627'],True,True,['http://www.sciencedirect.com/science/journal/07338627']
1629,100963089,Emergency medicine journal : EMJ.,['eng'],"['BMJ Pub. Group,']",['Periodical'],"['Emergency Medical Services', 'Emergency Medicine']","['http://emj.bmj.com/', 'https://www.ncbi.nlm.nih.gov/pmc/journals/155/']",True,True,['http://emj.bmj.com/']
1630,100889097,Emergency medicine practice.,['eng'],"['Pinnacle Pub.,', 'EB Medicine']",['Periodical'],"['Emergency Medicine', 'Evidence-Based Medicine']",['https://www.ebmedicine.net/index.php'],True,True,['https://www.ebmedicine.net/index.php']
1631,9208913,Emergency nurse : the journal of the RCN Accident and Emergency Nursing Association.,['eng'],"['Nursing Standard Publications,', 'RCNi']",['Periodical'],['Emergency Nursing'],['http://journals.rcni.com/journal/en'],True,True,['http://journals.rcni.com/journal/en']
1632,9431227,Emergency radiology.,['eng'],"['Williams & Wilkins,', 'Springer-Verlag New York Inc']",['Periodical'],"['Emergency Medicine', 'Radiography']",['https://link.springer.com/journal/10140'],True,True,['https://link.springer.com/journal/10140']
1633,9508155,Emerging infectious diseases.,['eng'],"['National Center for Infectious Diseases, Centers for Disease Control and Prevention (CDC),']",['Periodical'],"['Communicable Disease Control', 'Communicable Diseases \n                 epidemiology']","['http://wwwnc.cdc.gov/eid/', 'https://www.ncbi.nlm.nih.gov/pmc/journals/782/']",True,True,['http://wwwnc.cdc.gov/eid/']
1634,101594885,Emerging microbes & infections.,['eng'],"['NPG,', 'Taylor & Francis']",['Periodical'],"['Communicable Diseases, Emerging']","['https://www.ncbi.nlm.nih.gov/pmc/journals/2040', 'https://www.tandfonline.com/toc/temi20/current']",True,True,['https://www.tandfonline.com/toc/temi20/current']
1635,101706399,Emerging topics in life sciences.,['eng'],"['Portland Press,']",['Periodical'],['Biological Science Disciplines'],['https://portlandpress.com/emergtoplifesci/issue/browse-by-year'],True,True,['https://portlandpress.com/emergtoplifesci/issue/browse-by-year']
1636,101125678,Emotion.,['eng'],"['American Psychological Association,']",['Periodical'],['Emotions'],['http://search.ebscohost.com/direct.asp?db=pdh&jid=EMO&scope=site'],True,True,['http://search.ebscohost.com/direct.asp?db=pdh&jid=EMO&scope=site']
1637,7505643,L'Encéphale.,"['fre', 'eng', 'fre']","['Delarue', 'Masson']",['Periodical'],"['Neurology', 'Psychiatry', 'Psychopharmacology', 'Psychosomatic Medicine']",['http://www.sciencedirect.com/science/journal/00137006'],True,True,['http://www.sciencedirect.com/science/journal/00137006']
1638,0375037,Endeavour.,['eng'],"['Imperial Chemical Industries.', 'Pergamon Press']",['Periodical'],['Science'],['https://www.sciencedirect.com/journal/endeavour'],True,True,['https://www.sciencedirect.com/journal/endeavour']
1639,9434444,Endocrine.,['eng'],"['Macmillan Press,', 'Humana Press']",['Periodical'],"['Endocrine Glands', 'Endocrine System Diseases', 'Hormones']",['https://link.springer.com/journal/12020'],True,True,['https://link.springer.com/journal/12020']
1640,101138956,Endocrine development.,['eng'],"['Karger,']",[],"['Adolescent', 'Child', 'Endocrine System Diseases', 'Endocrine System', 'Infant']",['http://www.karger.com/BookSeries/Home/224190'],False,True,['http://www.karger.com/BookSeries/Home/224190']
1641,9313485,Endocrine journal.,['eng'],"['Japan Endocrine Society,']",['Periodical'],['Endocrinology'],['https://www.jstage.jst.go.jp/browse/endocrj/-char/en'],True,True,['https://www.jstage.jst.go.jp/browse/endocrj/-char/en']
1642,101269157,"Endocrine, metabolic & immune disorders drug targets.",['eng'],"['Bentham Science Publishers,']",['Periodical'],"['Acquired Immunodeficiency Syndrome \n                 drug therapy', 'Drug Delivery Systems', 'Drug Design', 'Endocrine System Diseases \n                 drug therapy', 'Metabolic Diseases \n                 drug therapy']",['http://www.eurekaselect.com/636/journal/endocrine-metabolic-amp-immune-disorders-drug-targets'],True,True,['http://www.eurekaselect.com/636/journal/endocrine-metabolic-amp-immune-disorders-drug-targets']
1643,9009288,Endocrine pathology.,['eng'],"['Blackwell Scientific Publications,', 'Humana Press']",['Periodical'],['Endocrine System Diseases \n                 pathology'],['https://link.springer.com/journal/12022'],True,True,['https://link.springer.com/journal/12022']
1644,9607439,Endocrine practice : official journal of the American College of Endocrinology and the American Association of Clinical Endocrinologists.,['eng'],"['The College and the Association,', 'Elsevier Inc.']",['Periodical'],"['Endocrine Glands', 'Endocrine System Diseases']",['https://www.sciencedirect.com/journal/endocrine-practice'],True,True,['https://www.sciencedirect.com/journal/endocrine-practice']
1645,9112018,Endocrine regulations.,['eng'],"['Veda ;', 'Karger Libri, distributor,', 'Walter de Gruyter GmbH']",['Periodical'],"['Endocrine Glands', 'Endocrine System Diseases', 'Hormones']",['https://www.degruyter.com/view/j/enr'],True,True,['https://www.degruyter.com/view/j/enr']
1646,9436481,Endocrine-related cancer.,['eng'],"['Published for the Society of Endocrinology by the Journal of Endocrinology Ltd.,', 'BioScientifica']",['Periodical'],"['Endocrine System Diseases', 'Hormones \n                 adverse effects \n                 therapeutic use', 'Paraneoplastic Endocrine Syndromes']",['https://erc.bioscientifica.com/view/journals/erc/erc-overview.xml'],True,True,['https://erc.bioscientifica.com/view/journals/erc/erc-overview.xml']
1647,8408548,Endocrine research.,['eng'],"['Dekker,', 'Informa Healthcare']",['Periodical'],"['Endocrinology', 'Research']",['http://www.tandfonline.com/loi/ierc20'],True,True,['http://www.tandfonline.com/loi/ierc20']
1648,8006258,Endocrine reviews.,['eng'],"['Endocrine Society', 'Oxford University Press']",['Periodical'],['Endocrinology'],['https://academic.oup.com/edrv'],True,True,['https://academic.oup.com/edrv']
1649,101698946,"Endocrinología, diabetes y nutrición.",['spa'],"['Elsevier España, S. L. U.']",['Periodical'],"['Diabetes Mellitus', 'Endocrine System Diseases', 'Nutritional Physiological Phenomena']",['https://www.sciencedirect.com/journal/endocrinologia-diabetes-y-nutricion'],True,False,['https://www.sciencedirect.com/journal/endocrinologia-diabetes-y-nutricion']
1650,0375040,Endocrinology.,['eng'],"['Association for the Study of Internal Secretions,', 'Oxford University Press']",['Periodical'],['Endocrinology'],['https://academic.oup.com/endo'],True,True,['https://academic.oup.com/endo']
1651,101554139,Endocrinology and metabolism.,['eng'],"['Korean Endocrine Society,']",['Periodical'],"['Endocrine System Diseases', 'Metabolic Diseases']",['https://www.e-enm.org/'],True,True,['https://www.e-enm.org/']
1652,8800104,Endocrinology and metabolism clinics of North America.,['eng'],"['W.B. Saunders,', 'Elsevier']",['Periodical'],"['Endocrinology', 'Metabolism']",['http://www.sciencedirect.com/science/journal/08898529'],True,True,['http://www.sciencedirect.com/science/journal/08898529']
1653,0370674,Endokrynologia Polska.,"['pol', 'eng']","['Wydawnictwo Viamedica SPZOO', 'Via Medica']",['Periodical'],['Endocrinology'],['https://journals.viamedica.pl/endokrynologia_polska'],True,True,['https://journals.viamedica.pl/endokrynologia_polska']
1654,0215166,Endoscopy.,['eng'],"['Thieme.', 'Georg Thieme Verlag']",['Periodical'],['Endoscopy'],['https://www.thieme-connect.de/products/ejournals/journal/10.1055/s-00000012'],True,True,['https://www.thieme-connect.de/products/ejournals/journal/10.1055/s-00000012']
1655,101647362,eNeuro.,['eng'],"['Society for Neuroscience,']",['Periodical'],['Nervous System Diseases'],"['https://www.ncbi.nlm.nih.gov/pmc/journals/2821/', 'http://www.eneuro.sfn.org']",True,True,['http://www.eneuro.sfn.org']
1656,9104081,Enfermedades infecciosas y microbiología clínica.,"['spa', 'eng']","['Ediciones Doyma, SL', 'Elsevier España']",['Periodical'],"['Communicable Diseases', 'Microbiology']",['http://www.sciencedirect.com/science/journal/0213005X'],True,True,['http://www.sciencedirect.com/science/journal/0213005X']
1657,101190915,Enfermería clínica.,"['spa', 'eng', 'eng']","['Ediciones Doyma,', 'Elsevier España']",['Periodical'],"['Nursing Care', 'Nursing']",['http://www.sciencedirect.com/science/journal/11308621'],True,True,['http://www.sciencedirect.com/science/journal/11308621']
1658,9517771,"Enfermería intensiva 
             / Sociedad Española de Enfermería Intensiva y Unidades Coronarias.","['spa', 'eng']","['Editorial Garsi,', 'Elsevier España']",['Periodical'],['Critical Care'],['http://www.sciencedirect.com/science/journal/11302399'],True,True,['http://www.sciencedirect.com/science/journal/11302399']
1659,7807270,Environment international.,['eng'],"['Pergamon Press.', 'Elsevier Science']",['Periodical'],['Environmental Health'],['https://www.sciencedirect.com/journal/environment-international'],True,True,['https://www.sciencedirect.com/journal/environment-international']
1660,8800109,Environmental and molecular mutagenesis.,['eng'],"['Liss,', 'Wiley-Liss']",['Periodical'],"['Environmental Pollutants', 'Mutagens \n                 metabolism', 'Mutation']",['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2280'],True,True,['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2280']
1661,7502320,Environmental entomology.,"['eng', 'eng']","['Entomological Society of America.', 'Oxford University Press']",['Periodical'],['Entomology'],['https://academic.oup.com/ee'],True,True,['https://academic.oup.com/ee']
1662,8903118,Environmental geochemistry and health.,['eng'],"['Science and Technology Letters,', 'Kluwer Academic Publishers']",['Periodical'],"['Environmental Health', 'Environmental Monitoring', 'Minerals']",['https://link.springer.com/journal/10653'],True,True,['https://link.springer.com/journal/10653']
1663,101147645,Environmental health : a global access science source.,['eng'],"['BioMed Central,']",['Periodical'],"['Environmental Illness', 'Epidemiology', 'Occupational Diseases', 'Toxicology']","['https://ehjournal.biomedcentral.com/', 'https://www.ncbi.nlm.nih.gov/pmc/journals/111/']",True,True,['https://ehjournal.biomedcentral.com/']
1664,9609642,Environmental health and preventive medicine.,['eng'],"['Japanese Society for Hygiene,', 'BioMed Central']",['Periodical'],"['Environmental Health', 'Environmental Pollutants \n                 adverse effects', 'Environmental Pollution \n                 adverse effects', 'Primary Prevention']","['https://link.springer.com/journal/12199', 'https://www.ncbi.nlm.nih.gov/pmc/journals/839/']",True,True,['https://link.springer.com/journal/12199']
1665,0330411,Environmental health perspectives.,['eng'],['National Institute of Environmental Health Sciences.'],['Periodical'],"['Environment', 'Environmental Health']","['http://ehp.niehs.nih.gov/', 'https://www.ncbi.nlm.nih.gov/pmc/journals/253/']",True,True,['http://ehp.niehs.nih.gov/']
1666,7703893,Environmental management.,['eng'],"['Springer-Verlag.', 'Springer Verlag']",['Periodical'],"['Ecology', 'Environment', 'Environmental Health']",['https://link.springer.com/journal/267'],True,True,['https://link.springer.com/journal/267']
1667,100883692,Environmental microbiology.,['eng'],"['Blackwell Science,']",['Periodical'],['Environmental Microbiology'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1462-2920'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1462-2920']
1668,101499207,Environmental microbiology reports.,['eng'],"['Society for Applied Microbiology and Blackwell Pub.,']",['Periodical'],['Environmental Microbiology'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1758-2229'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1758-2229']
1669,8508350,Environmental monitoring and assessment.,['eng'],"['D. Reidel Pub. Co.,', 'Springer']",['Periodical'],"['Environmental Pollutants \n                 analysis', 'Environmental Pollution']",['https://link.springer.com/journal/10661'],True,True,['https://link.springer.com/journal/10661']
1670,8804476,Environmental pollution.,['eng'],"['Elsevier Applied Science Publishers,']",['Periodical'],['Environmental Pollution'],['https://www.sciencedirect.com/journal/environmental-pollution'],True,True,['https://www.sciencedirect.com/journal/environmental-pollution']
1671,0147621,Environmental research.,['eng'],"['Academic Press.', 'Elsevier']",['Periodical'],['Environmental Health'],['http://www.sciencedirect.com/science/journal/00139351'],True,True,['http://www.sciencedirect.com/science/journal/00139351']
1672,9441769,Environmental science and pollution research international.,['eng'],"['Ecomed', 'Springer']",['Periodical'],"['Environmental Pollutants', 'Environmental Pollution']",['https://link.springer.com/journal/11356'],True,True,['https://link.springer.com/journal/11356']
1673,101601576,Environmental science. Processes & impacts.,['eng'],['Royal Society of Chemistry'],['Periodical'],"['Ecological and Environmental Phenomena', 'Environmental Health', 'Environmental Pollution']",['http://pubs.rsc.org/en/journals/journalissues/em'],True,True,['http://pubs.rsc.org/en/journals/journalissues/em']
1674,0213155,Environmental science & technology.,['eng'],"['American Chemical Society,', 'American Chemical Society']",['Periodical'],"['Environmental Health', 'Sanitation']",['http://pubs.acs.org/journal/esthag'],True,True,['http://pubs.acs.org/journal/esthag']
1675,9884939,Environmental technology.,['eng'],"['Publications Division, Selper Ltd.,', 'Taylor & Francis']",['Periodical'],"['Environmental Health', 'Environmental Pollution', 'Technology']",['http://www.tandfonline.com/loi/tent'],True,True,['http://www.tandfonline.com/loi/tent']
1676,100885357,Environmental toxicology.,['eng'],"['John Wiley & Sons,']",['Periodical'],"['Environmental Monitoring', 'Environmental Pollutants', 'Environmental Pollution']",['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-7278'],True,True,['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-7278']
1677,8308958,"Environmental toxicology and chemistry 
             / SETAC.","['eng', 'eng']","['Pergamon Press,', 'SETAC Press']",['Periodical'],"['Environmental Pollutants', 'Environmental Pollution', 'Toxicology']",['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1552-8618'],True,True,['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1552-8618']
1678,9612020,Environmental toxicology and pharmacology.,['eng'],"['Elsevier Science B.V.,']",['Periodical'],"['Drug-Related Side Effects and Adverse Reactions', 'Environmental Pollutants', 'Pharmacology']",['https://www.sciencedirect.com/journal/environmental-toxicology-and-pharmacology'],True,True,['https://www.sciencedirect.com/journal/environmental-toxicology-and-pharmacology']
1679,8003761,Enzyme and microbial technology.,['eng'],"['IPC Science and Technology Press.', 'Elsevier']",['Periodical'],"['Enzymes', 'Microbiological Techniques', 'Microbiology', 'Technology']",['https://www.sciencedirect.com/journal/enzyme-and-microbial-technology'],True,True,['https://www.sciencedirect.com/journal/enzyme-and-microbial-technology']
1680,101637215,The Enzymes.,['eng'],"['Academic Press,']",['Periodical'],['Enzymes'],['http://www.sciencedirect.com/science/bookseries/18746047'],True,True,['http://www.sciencedirect.com/science/bookseries/18746047']
1681,101484711,Epidemics.,['eng'],['Elsevier'],['Periodical'],"['Communicable Diseases', 'Disease Outbreaks', 'Infections']",['http://www.sciencedirect.com/science/journal/17554365'],True,True,['http://www.sciencedirect.com/science/journal/17554365']
1682,8902507,Epidemiologia e prevenzione.,"['ita', 'eng']",['Cooperativa epidemiologia e prevenzione'],['Periodical'],"['Epidemiology', 'Italy', 'Preventive Medicine']",['http://www.epiprev.it/'],True,True,['http://www.epiprev.it/']
1683,101248287,Epidemiologia e serviços de saúde : revista do Sistema Unico de Saúde do Brasil.,"['por', 'eng', 'eng']","['Secretaria de Vigilância em Saúde do Ministério da Saúde,']",['Periodical'],"['Brazil', 'Communicable Disease Control', 'Communicable Diseases \n                 epidemiology', 'Public Health']",['http://scielo.iec.pa.gov.br/scielo.php?script=sci_serial&pid=1679-4974&lng=pt&nrm=iso'],True,True,['http://scielo.iec.pa.gov.br/scielo.php?script=sci_serial&pid=1679-4974&lng=pt&nrm=iso']
1684,7910703,Epidemiologic reviews.,['eng'],['Johns Hopkins Univ. Press'],['Periodical'],['Epidemiology'],['https://academic.oup.com/epirev'],True,True,['https://academic.oup.com/epirev']
1685,9431736,"Epidemiologie, mikrobiologie, imunologie : casopis Spolecnosti pro epidemiologii a mikrobiologii Ceské lékarské spolecnosti J.E. Purkyne.","['cze', 'eng']","['Ceská lékarská spolecnost J.E. Purkyne,']",['Periodical'],"['Epidemiology', 'Hypersensitivity', 'Immune System Diseases', 'Microbiology']",['http://nts.prolekare.cz/cls/nts/casop/epidemiologie/epidemiologie.html'],True,True,['http://nts.prolekare.cz/cls/nts/casop/epidemiologie/epidemiologie.html']
1686,9009644,Epidemiology.,['eng'],"['Blackwell Scientific Publications ; Chestnut Hill, MA : Epidemiology Resources,', 'Lippincott Williams & Wilkins']",['Periodical'],['Epidemiology'],['http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00001648-000000000-00000'],True,True,[]
1687,101519472,Epidemiology and health.,['eng'],['Korean Society of Epidemiology'],['Periodical'],"['Epidemiology', 'Korea']","['http://www.e-epih.org', 'https://www.ncbi.nlm.nih.gov/pmc/journals/1392/']",True,True,['http://www.e-epih.org']
1688,8703737,Epidemiology and infection.,['eng'],['Cambridge University Press'],['Periodical'],"['Communicable Diseases', 'Epidemiology', 'Infections']","['https://www.cambridge.org/core/journals/epidemiology-and-infection', 'https://www.ncbi.nlm.nih.gov/pmc/journals/326/']",True,True,['https://www.cambridge.org/core/journals/epidemiology-and-infection']
1689,101561091,Epidemiology and psychiatric sciences.,['eng'],['Cambridge University Press'],['Periodical'],"['Community Psychiatry', 'Epidemiology', 'Mental Disorders']","['https://www.cambridge.org/core/journals/epidemiology-and-psychiatric-sciences', 'https://www.ncbi.nlm.nih.gov/pmc/journals/3760/']",True,True,['https://www.cambridge.org/core/journals/epidemiology-and-psychiatric-sciences']
1690,101265293,Epigenetics.,['eng'],"['Landes Bioscience,', 'Taylor & Francis']",['Periodical'],"['DNA Methylation', 'Epigenesis, Genetic']","['http://www.tandfonline.com/toc/kepi20/current', 'https://www.ncbi.nlm.nih.gov/pmc/journals/1363/']",True,True,['http://www.tandfonline.com/toc/kepi20/current']
1691,101471619,Epigenetics & chromatin.,['eng'],['BioMed Central'],['Periodical'],"['Chromatin \n                 genetics', 'Epigenesis, Genetic']","['https://epigeneticsandchromatin.biomedcentral.com/', 'https://www.ncbi.nlm.nih.gov/pmc/journals/784/']",True,True,['https://epigeneticsandchromatin.biomedcentral.com/']
1692,101519720,Epigenomics.,['eng'],"['Future Medicine,']","['Periodical', 'Review']","['Epigenesis, Genetic', 'Genomics']",['http://www.futuremedicine.com/loi/epi'],True,True,['http://www.futuremedicine.com/loi/epi']
1693,2983306R,Epilepsia.,['eng'],"['Munskgaard', 'Blackwell Science']",['Periodical'],['Epilepsy'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1528-1167'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1528-1167']
1694,100892858,Epilepsy & behavior : E&B.,['eng'],"['Academic Press,']",['Periodical'],"['Behavior', 'Epilepsy']",['http://www.sciencedirect.com/science/journal/15255050'],True,True,['http://www.sciencedirect.com/science/journal/15255050']
1695,8703089,Epilepsy research.,['eng'],"['Elsevier Science Publishers,']",['Periodical'],['Epilepsy'],['https://www.sciencedirect.com/journal/epilepsy-research'],True,True,['https://www.sciencedirect.com/journal/epilepsy-research']
1696,100891853,Epileptic disorders : international epilepsy journal with videotape.,['eng'],['John Libbey Eurotext'],['Periodical'],['Epilepsy'],"['https://onlinelibrary.wiley.com/journal/19506945', 'http://www.jle.com/en/revues/epd/revue.phtml']",True,True,"['https://onlinelibrary.wiley.com/journal/19506945', 'http://www.jle.com/en/revues/epd/revue.phtml']"
1697,0173320,Equine veterinary journal.,['eng'],"['Equine Veterinary Journal, Ltd', 'Wiley']",['Periodical'],['Horse Diseases'],['https://onlinelibrary.wiley.com/journal/20423306'],True,True,['https://onlinelibrary.wiley.com/journal/20423306']
1698,0373220,Ergonomics.,"['eng', 'fre', 'ger']","['Taylor & Francis.', 'Informa Healthcare']",['Periodical'],['Ergonomics'],['https://www.tandfonline.com/loi/terg20'],True,True,['https://www.tandfonline.com/loi/terg20']
1699,101669191,ESC heart failure.,['eng'],"['John Wiley & Sons Ltd on behalf of the European Society of Cardiology,']",['Periodical'],['Heart Failure'],"['https://www.ncbi.nlm.nih.gov/pmc/journals/3356/', 'http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2055-5822']",True,True,['http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2055-5822']
1700,101690685,ESMO open.,['eng'],"['BMJ,', 'Elsevier']",['Periodical'],['Neoplasms'],"['https://www.ncbi.nlm.nih.gov/pmc/journals/3084/', 'http://esmoopen.bmj.com/', 'https://www.journals.elsevier.com/esmo-open/']",True,True,"['http://esmoopen.bmj.com/', 'https://www.journals.elsevier.com/esmo-open/']"
1701,101206627,Esophagus : official journal of the Japan Esophageal Society.,['eng'],"['Springer,']",['Periodical'],"['Esophageal Diseases \n                 diagnosis \n                 therapy', 'Esophagus \n                 physiopathology']",['https://link.springer.com/journal/10388'],True,True,['https://link.springer.com/journal/10388']
1702,0043306,Essays in biochemistry.,['eng'],"['Published for the Biochemical Society by Academic Press', 'Portland Press on behalf of the Biochemical Society']",['Essay'],['Biochemistry'],['https://portlandpress.com/essaysbiochem'],False,True,['https://portlandpress.com/essaysbiochem']
1703,101738005,Ethics & human research.,['eng'],"['John Wiley & Sons, Inc.,']",['Periodical'],"['Ethics, Research', 'Human Experimentation', 'Informed Consent', 'United States']",['https://onlinelibrary.wiley.com/journal/25782363'],True,True,['https://onlinelibrary.wiley.com/journal/25782363']
1704,101224773,Ethiopian journal of health sciences.,['eng'],['Research and Publications Office of Jimma University'],['Periodical'],"['Delivery of Health Care', 'Ethiopia', 'Medicine', 'Public Health']","['https://www.ncbi.nlm.nih.gov/pmc/journals/1611/', 'http://www.ajol.info/index.php/ejhs']",True,True,['http://www.ajol.info/index.php/ejhs']
1705,9109034,Ethnicity & disease.,['eng'],"['International Society on Hypertension in Blacks],', 'Ethnicity & Disease, Inc.']",['Periodical'],"['Disease \n                 ethnology', 'Ethnic Groups']","['https://www.ncbi.nlm.nih.gov/pmc/journals/2865/', 'https://www.ethndis.org/edonline/']",True,True,['https://www.ethndis.org/edonline/']
1706,9608374,Ethnicity & health.,['eng'],"['Carfax,', 'Informa Healthcare']",['Periodical'],"['Delivery of Health Care', 'Disease \n                 ethnology', 'Ethnic Groups', 'Health Services']",['https://www.tandfonline.com/loi/ceth20'],True,True,['https://www.tandfonline.com/loi/ceth20']
1707,100887452,Euro surveillance : bulletin Européen sur les maladies transmissibles = European communicable disease bulletin.,"['eng', 'fre']","['Hôpital national de Saint-Maurice', 'European Centre for Disease Prevention and Control (ECDC)']",['Periodical'],['Communicable Diseases'],"['http://www.eurosurveillance.org', 'https://www.ncbi.nlm.nih.gov/pmc/journals/3033/']",True,True,['http://www.eurosurveillance.org']
1708,101251040,EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology.,['eng'],"['Société Europa édition,']",['Periodical'],"['Cardiac Surgical Procedures', 'Cardiology']","['http://www.pcronline.com/eurointervention/', 'https://www.pcronline.com/eurointervention/trials-2015/randomised-trials/']",True,True,"['http://www.pcronline.com/eurointervention/', 'https://www.pcronline.com/eurointervention/trials-2015/randomised-trials/']"
1709,100883649,"Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology.",['eng'],"['Saunders,', 'Oxford University Press']",['Periodical'],"['Arrhythmias, Cardiac \n                 therapy', 'Cardiac Pacing, Artificial', 'Catheter Ablation', 'Electrophysiology', 'Heart \n                 physiology']",['https://academic.oup.com/europace'],True,True,['https://academic.oup.com/europace']
1710,9502920,European addiction research.,['eng'],"['Karger,']",['Periodical'],['Substance-Related Disorders'],['http://www.karger.com/Journal/Home/224233'],True,True,['http://www.karger.com/Journal/Home/224233']
1711,101466614,European annals of allergy and clinical immunology.,"['eng', 'fre']",['Meditions Carline'],['Periodical'],"['Hypersensitivity', 'Immunity']",['http://www.eurannallergyimm.com/'],True,True,['http://www.eurannallergyimm.com/']
1712,101531465,"European annals of otorhinolaryngology, head and neck diseases.",['eng'],['Elsevier Masson SAS'],['Periodical'],"['Face \n                 surgery', 'Neck \n                 surgery', 'Otorhinolaryngologic Diseases \n                 surgery']",['http://www.sciencedirect.com/science/journal/18797296'],True,True,['http://www.sciencedirect.com/science/journal/18797296']
1713,9002937,European archives of oto-rhino-laryngology : official journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS) : affiliated with the German Society for Oto-Rhino-Laryngology - Head and Neck Surgery.,['eng'],"['Springer International,']",['Periodical'],['Otorhinolaryngologic Diseases'],['https://link.springer.com/journal/405'],True,True,['https://link.springer.com/journal/405']
